Movie-Title,rating,Director_stars
Tangled,7.7,"Directors:Nathan Greno, Byron Howard,  Stars:Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman"
Star Wars: Episode VI - Return of the Jedi,8.3,"Director:Richard Marquand,  Stars:Mark Hamill, Harrison Ford, Carrie Fisher, Billy Dee Williams"
99 Songs,7.6,"Director:Vishwesh Krishnamoorthy,  Stars:Ehan Bhat, Edilsy Vargas, Tenzing Dalha, Lisa Ray"
The Dirt,7.0,"Director:Jeff Tremaine,  Stars:Douglas Booth, Iwan Rheon, Machine Gun Kelly, Daniel Webber"
E.T. the Extra-Terrestrial,7.8,"Director:Steven Spielberg,  Stars:Henry Thomas, Drew Barrymore, Peter Coyote, Dee Wallace"
Good Time,7.4,"Directors:Benny Safdie, Josh Safdie,  Stars:Robert Pattinson, Benny Safdie, Jennifer Jason Leigh, Buddy Duress"
Green Zone,6.8,"Director:Paul Greengrass,  Stars:Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor"
50 First Dates,6.8,"Director:Peter Segal,  Stars:Adam Sandler, Drew Barrymore, Rob Schneider, Sean Astin"
Flower Drum Song,7.0,"Director:Henry Koster,  Stars:Nancy Kwan, James Shigeta, Benson Fong, Jack Soo"
"Extremely Wicked, Shockingly Evil and Vile",6.7,"Director:Joe Berlinger,  Stars:Lily Collins, Zac Efron, Angela Sarafyan, Sydney Vollmer"
Friends with Benefits,6.5,"Director:Will Gluck,  Stars:Mila Kunis, Justin Timberlake, Patricia Clarkson, Jenna Elfman"
The Amazing Spider-Man,6.9,"Director:Marc Webb,  Stars:Andrew Garfield, Emma Stone, Rhys Ifans, Irrfan Khan"
Tusk,5.3,"Director:Kevin Smith,  Stars:Justin Long, Michael Parks, Haley Joel Osment, Genesis Rodriguez"
The Broken Hearts Gallery,6.3,"Director:Natalie Krinsky,  Stars:Geraldine Viswanathan, Dacre Montgomery, Utkarsh Ambudkar, Molly Gordon"
Pokémon: Detective Pikachu,6.6,"Director:Rob Letterman,  Stars:Ryan Reynolds, Justice Smith, Kathryn Newton, Bill Nighy"
The Mule,7.0,"Director:Clint Eastwood,  Stars:Clint Eastwood, Patrick L. Reyes, Cesar De León, Gustavo Muñoz"
The Strangers: Prey at Night,5.2,"Director:Johannes Roberts,  Stars:Christina Hendricks, Martin Henderson, Bailee Madison, Lewis Pullman"
Platoon,8.1,"Director:Oliver Stone,  Stars:Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David"
13 Hours,7.3,"Director:Michael Bay,  Stars:John Krasinski, Pablo Schreiber, James Badge Dale, David Denman"
X-Men: The Last Stand,6.7,"Director:Brett Ratner,  Stars:Patrick Stewart, Hugh Jackman, Halle Berry, Famke Janssen"
Species,5.8,"Director:Roger Donaldson,  Stars:Natasha Henstridge, Michael Madsen, Ben Kingsley, Alfred Molina"
D2: The Mighty Ducks,6.1,"Director:Sam Weisman,  Stars:Emilio Estevez, Kathryn Erbe, Michael Tucker, Jan Rubes"
Good Boys,6.7,"Director:Gene Stupnitsky,  Stars:Jacob Tremblay, Keith L. Williams, Brady Noon, Molly Gordon"
Night at the Museum,6.4,"Director:Shawn Levy,  Stars:Ben Stiller, Carla Gugino, Ricky Gervais, Dick Van Dyke"
Penguins of Madagascar,6.7,"Directors:Eric Darnell, Simon J. Smith,  Stars:Tom McGrath, Chris Miller, Christopher Knights, Conrad Vernon"
The Hunger Games: Mockingjay - Part 2,6.6,"Director:Francis Lawrence,  Stars:Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth, Woody Harrelson"
Step Brothers,6.9,"Director:Adam McKay,  Stars:Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins"
The Purge,5.7,"Director:James DeMonaco,  Stars:Ethan Hawke, Lena Headey, Max Burkholder, Adelaide Kane"
Moulin Rouge!,7.6,"Director:Baz Luhrmann,  Stars:Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent"
Apollo 13,7.6,"Director:Ron Howard,  Stars:Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise"
The Babysitter: Killer Queen,5.8,"Director:McG,  Stars:Judah Lewis, Samara Weaving, Jenna Ortega, Emily Alyn Lind"
Unfaithful,6.7,"Director:Adrian Lyne,  Stars:Richard Gere, Diane Lane, Olivier Martinez, Erik Per Sullivan"
Drunk Bus,6.0,"Directors:John Carlucci, Brandon LaGanke,  Stars:Kara Hayward, Charlie Tahan, Will Forte, Zach Cherry"
Let Him Go,6.7,"Director:Thomas Bezucha,  Stars:Diane Lane, Kevin Costner, Kayli Carter, Ryan Bruce"
The Lost World: Jurassic Park,6.6,"Director:Steven Spielberg,  Stars:Jeff Goldblum, Julianne Moore, Pete Postlethwaite, Vince Vaughn"
The Italian Job,7.0,"Director:F. Gary Gray,  Stars:Donald Sutherland, Mark Wahlberg, Edward Norton, Charlize Theron"
Shooter,7.2,"Director:Antoine Fuqua,  Stars:Mark Wahlberg, Michael Peña, Rhona Mitra, Danny Glover"
Smokey and the Bandit,7.0,"Director:Hal Needham,  Stars:Burt Reynolds, Sally Field, Jerry Reed, Mike Henry"
The Deer Hunter,8.1,"Director:Michael Cimino,  Stars:Robert De Niro, Christopher Walken, John Cazale, John Savage"
Melancholia,7.2,"Director:Lars von Trier,  Stars:Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland, Alexander Skarsgård"
Lawrence of Arabia,8.3,"Director:David Lean,  Stars:Peter O'Toole, Alec Guinness, Anthony Quinn, Jack Hawkins"
The Pursuit of Happyness,8.0,"Director:Gabriele Muccino,  Stars:Will Smith, Thandiwe Newton, Jaden Smith, Brian Howe"
Heathers,7.2,"Director:Michael Lehmann,  Stars:Winona Ryder, Christian Slater, Shannen Doherty, Lisanne Falk"
Zookeeper,5.2,"Director:Frank Coraci,  Stars:Kevin James, Rosario Dawson, Leslie Bibb, Ken Jeong"
The Lives of Others,8.4,"Director:Florian Henckel von Donnersmarck,  Stars:Ulrich Mühe, Martina Gedeck, Sebastian Koch, Ulrich Tukur"
Spenser Confidential,6.2,"Director:Peter Berg,  Stars:Mark Wahlberg, Winston Duke, Alan Arkin, Iliza Shlesinger"
RoboCop,7.5,"Director:Paul Verhoeven,  Stars:Peter Weller, Nancy Allen, Dan O'Herlihy, Ronny Cox"
BlacKkKlansman,7.5,"Director:Spike Lee,  Stars:John David Washington, Adam Driver, Laura Harrier, Topher Grace"
Oblivion,7.0,"Director:Joseph Kosinski,  Stars:Tom Cruise, Morgan Freeman, Andrea Riseborough, Olga Kurylenko"
I Am Legend,7.2,"Director:Francis Lawrence,  Stars:Will Smith, Alice Braga, Charlie Tahan, Salli Richardson-Whitfield"
Borat Subsequent Moviefilm: Delivery of Prodigious Bribe to American Regime for Make Benefit Once Glorious Nation of Kazakhstan,6.7,"Director:Jason Woliner,  Stars:Sacha Baron Cohen, Maria Bakalova, Tom Hanks, Dani Popescu"
Initiation,5.0,"Director:John Berardo,  Stars:Isabella Gomez, Lindsay LaVanchy, Froy Gutierrez, James Berardo"
The Longest Yard,6.4,"Director:Peter Segal,  Stars:Adam Sandler, Burt Reynolds, Chris Rock, Nelly"
Amélie,8.3,"Director:Jean-Pierre Jeunet,  Stars:Audrey Tautou, Mathieu Kassovitz, Rufus, Lorella Cravotta"
The 40 Year Old Virgin,7.1,"Director:Judd Apatow,  Stars:Steve Carell, Catherine Keener, Paul Rudd, Romany Malco"
Little Miss Sunshine,7.8,"Directors:Jonathan Dayton, Valerie Faris,  Stars:Steve Carell, Toni Collette, Greg Kinnear, Abigail Breslin"
WALL·E,8.4,"Director:Andrew Stanton,  Stars:Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard"
The Watch,5.7,"Director:Akiva Schaffer,  Stars:Ben Stiller, Vince Vaughn, Jonah Hill, Billy Crudup"
Unbroken,7.2,"Director:Angelina Jolie,  Stars:Jack O'Connell, Miyavi, Domhnall Gleeson, Garrett Hedlund"
Jumanji,7.0,"Director:Joe Johnston,  Stars:Robin Williams, Kirsten Dunst, Bonnie Hunt, Jonathan Hyde"
Armageddon,6.7,"Director:Michael Bay,  Stars:Bruce Willis, Billy Bob Thornton, Ben Affleck, Liv Tyler"
Candyman,6.6,"Director:Bernard Rose,  Stars:Virginia Madsen, Xander Berkeley, Tony Todd, Kasi Lemmons"
Der Untergang,8.2,"Director:Oliver Hirschbiegel,  Stars:Bruno Ganz, Alexandra Maria Lara, Ulrich Matthes, Juliane Köhler"
The Abyss,7.5,"Director:James Cameron,  Stars:Ed Harris, Mary Elizabeth Mastrantonio, Michael Biehn, Leo Burmester"
Escape Room,6.4,"Director:Adam Robitel,  Stars:Taylor Russell, Logan Miller, Jay Ellis, Tyler Labine"
Big,7.3,"Director:Penny Marshall,  Stars:Tom Hanks, Elizabeth Perkins, Robert Loggia, John Heard"
Cannibal Holocaust,5.9,"Director:Ruggero Deodato,  Stars:Robert Kerman, Francesca Ciardi, Perry Pirkanen, Luca Barbareschi"
Alice in Wonderland,6.4,"Director:Tim Burton,  Stars:Mia Wasikowska, Johnny Depp, Helena Bonham Carter, Anne Hathaway"
Movie 43,4.3,"Directors:Elizabeth Banks, Steven Brill, Steve Carr, Rusty Cundieff, James Duffy, Griffin Dunne, Peter Farrelly, Patrik Forsberg, Will Graham, James Gunn, Brett Ratner, Jonathan van Tulleken, Bob Odenkirk,  Stars:Emma Stone, Stephen Merchant, Richard Gere, Liev Schreiber"
Saw V,5.8,"Director:David Hackl,  Stars:Scott Patterson, Costas Mandylor, Tobin Bell, Betsy Russell"
The Thing,8.1,"Director:John Carpenter,  Stars:Kurt Russell, Wilford Brimley, Keith David, Richard Masur"
Percy Jackson & the Olympians: The Lightning Thief,5.9,"Director:Chris Columbus,  Stars:Logan Lerman, Kevin McKidd, Steve Coogan, Brandon T. Jackson"
Anastasia,7.2,"Directors:Don Bluth, Gary Goldman,  Stars:Meg Ryan, John Cusack, Christopher Lloyd, Kelsey Grammer"
The Patriot,7.2,"Director:Roland Emmerich,  Stars:Mel Gibson, Heath Ledger, Joely Richardson, Jason Isaacs"
Waterworld,6.2,"Director:Kevin Reynolds,  Stars:Kevin Costner, Jeanne Tripplehorn, Dennis Hopper, Tina Majorino"
Masters of the Universe,5.4,"Director:Gary Goddard,  Stars:Dolph Lundgren, Frank Langella, Meg Foster, Billy Barty"
Vanilla Sky,6.9,"Director:Cameron Crowe,  Stars:Tom Cruise, Penélope Cruz, Cameron Diaz, Kurt Russell"
Pitch Perfect 3,5.8,"Director:Trish Sie,  Stars:Anna Kendrick, Rebel Wilson, Brittany Snow, Anna Camp"
Bajrangi Bhaijaan,8.0,"Director:Kabir Khan,  Stars:Salman Khan, Harshaali Malhotra, Nawazuddin Siddiqui, Kareena Kapoor"
Mad Max,6.9,"Director:George Miller,  Stars:Mel Gibson, Joanne Samuel, Hugh Keays-Byrne, Steve Bisley"
Gran Torino,8.1,"Director:Clint Eastwood,  Stars:Clint Eastwood, Bee Vang, Christopher Carley, Ahney Her"
Frozen II,6.8,"Directors:Chris Buck, Jennifer Lee,  Stars:Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff"
